Date,FibonacciLevels,PBDT,RSI,macd,Volume,EPS (Rs),CI
2016-01-01,257.125140042453,85.89,54.508074332715466,16.100487869473,124367,1.3,59.56505853740498
2016-01-04,262.0205607365394,85.89,48.30872951803563,12.228002922472117,554107,1.3,77.61480130434734
2016-01-05,260.6218580830383,85.89,46.946989532955946,8.02922470775593,629235,1.3,74.91717027622276
2016-01-06,261.9272399363068,85.89,39.42152069064871,-1.8003293834208307,750275,1.3,55.81537761102145
2016-01-07,256.4258408635482,85.89,27.633197237228543,-25.41643816558553,910959,1.3,30.48525611227621
2016-01-08,253.5351643417276,85.89,25.57691921204882,-47.60770391948972,579211,1.3,28.55007722812528
2016-01-11,249.4789933970413,85.89,31.528646055116468,-60.13637279259001,1259036,1.3,23.06318255230976
2016-01-12,246.1687321604159,85.89,31.369303099172555,-69.52147387573041,1520863,1.3,23.553366902224205
2016-01-13,240.4807932751848,85.89,33.72956475109521,-74.41676886999176,1266564,1.3,24.18092875758286
2016-01-14,244.1173563622838,85.89,31.476646620233097,-80.62259815543894,1136944,1.3,24.889546775294782
2016-01-15,243.65108992954325,85.89,34.23784379916633,-82.6872247934416,390418,1.3,25.72953499822069
2016-01-18,234.97927254263928,85.89,32.171510429101744,-86.14315424864617,813644,1.3,26.77005457768216
2016-01-19,236.844196056268,85.89,30.163528072654472,-90.7171375518842,852044,1.3,27.822151396853528
2016-01-20,234.88604582264765,85.89,24.210255750911685,-103.68598855454184,948030,1.3,23.52609746132853
2016-01-21,234.51308082575696,85.89,19.28521081617733,-125.1837700973133,1598807,1.3,17.399887728123584
2016-01-22,228.54535129192183,85.89,36.90857939702007,-124.63846583306258,1104880,1.3,22.23636021065224
2016-01-25,226.0743162779341,85.89,35.97250516750401,-124.55728918134992,1288751,1.3,24.72422726244029
2016-01-27,221.6451346226192,85.89,38.1624215756948,-120.78386280579024,2994537,1.3,34.88566167726776
2016-01-28,228.45206133394024,85.89,37.76913650559028,-117.0985063203857,2276163,1.3,44.10900375890033
2016-01-29,235.58537392293988,85.89,37.41158038173815,-113.43424943108948,1975624,1.3,45.399461992262665
2016-02-01,235.4454899292905,85.89,31.124399699887263,-120.31848524813176,1161891,1.3,46.41652245532111
2016-02-02,235.3522685106011,85.89,28.557688692686668,-129.82745874601324,1141536,1.3,46.02495747547514
2016-02-03,231.0163294586016,85.89,27.031492539878528,-139.285977559392,1841938,1.3,42.122015573949575
2016-02-04,231.62246092391948,85.89,25.951355884771218,-147.6316348715477,933205,1.3,42.33883330819676
2016-02-05,234.9792553941761,85.89,23.787197127048174,-157.8208679852769,570371,1.3,41.26203399942011
2016-02-08,236.1448687814049,85.89,24.65613682797175,-163.3204973076331,1355234,1.3,44.87273498183521
2016-02-09,234.46644278030573,85.89,22.38924980631425,-171.41548222851588,562650,1.3,44.33811766771923
2016-02-10,232.6481523547095,85.89,24.514074593805304,-174.19874360925996,2019507,1.3,44.2118368367172
2016-02-11,229.2913272078543,85.89,20.62689301131772,-184.6561013566397,814826,1.3,39.39173286719491
2016-02-12,232.50828500358404,85.89,21.42939140520505,-190.131071170857,1768414,1.3,36.04430503260942
2016-02-15,234.6995372695331,85.89,35.31019361996972,-180.1581273278407,587206,1.3,35.89191258458284
2016-02-16,225.70136584269247,85.89,35.060460289901215,-170.7443300418272,903440,1.3,37.900997334430514
2016-02-17,222.85732782420155,85.89,38.46516723126773,-158.1333995207915,708900,1.3,38.839503418537646
2016-02-18,225.8412023201308,85.89,34.24603751545584,-153.6289968121223,625392,1.3,39.02308236257763
2016-02-19,224.53577015983407,85.89,31.381717509677287,-153.89554781120978,641453,1.3,47.4102586361136
2016-02-22,226.63383246708068,85.89,29.303301483526468,-156.7180710637149,704507,1.3,55.29865482151472
2016-02-23,221.08567179906387,85.89,28.153873780734926,-159.64345536979454,938836,1.3,54.8751170798506
2016-02-24,218.42815570278424,85.89,28.362251657792697,-159.94397961802906,793064,1.3,62.86658971686999
2016-02-25,217.72880598379857,85.89,25.72299216660413,-164.01156855974523,1273986,1.3,56.06484006884042
2016-02-26,221.92484113754304,85.89,25.55519819445688,-165.69985220570788,649723,1.3,53.164045248453576
2016-02-29,219.1274854969115,85.89,20.524752750539008,-178.06078825913983,1241678,1.3,39.227798288071945
2016-03-01,220.99238656103967,85.89,39.63466176980794,-166.4123858261828,1854784,1.3,39.260831757423965
2016-03-02,225.7479456983844,85.89,46.04118556742648,-146.53876509561223,2676742,1.3,39.33855846869049
2016-03-03,224.815533964728,85.89,45.86385712057783,-129.59772504386183,2382139,1.3,39.48451829846617
2016-03-04,226.16756093007453,85.89,43.451265319067325,-118.8560712857584,863628,1.3,39.3779204756996
2016-03-08,229.3379539344293,85.89,39.580190504287735,-116.00563790827572,814441,1.3,39.35126411249688
2016-03-09,225.0952275587273,85.89,45.95953188998739,-103.93624039455516,1948003,1.3,39.452715561225325
2016-03-10,227.61283785842105,85.89,48.57106783408088,-89.4933813185894,823429,1.3,50.229185578971816
2016-03-11,227.61285724954573,85.89,49.29827368734323,-76.1099789701857,781595,1.3,46.87374229342015
2016-03-14,232.6481177717148,85.89,49.67867851495031,-64.23684424581415,1255475,1.3,46.97292515113462
2016-03-15,229.24465906757464,85.89,50.05032719787396,-53.72344543990857,1913003,1.3,47.03690825860488
2016-03-16,227.65951614487537,85.89,50.83244797924044,-43.916136144299344,2569912,1.3,47.17208466283772
2016-03-17,229.66428589392888,85.89,48.78238490540229,-38.11958724581018,1021608,1.3,43.00679279261186
2016-03-18,229.01157911569229,85.89,47.866746598795984,-34.19534457093778,1033786,1.3,43.159539773364685
2016-03-21,233.11439594066783,85.89,51.24424859114937,-27.12710519736584,612911,1.3,43.37267281549819
2016-03-22,230.92310977641856,85.89,53.27538544956406,-19.03467166347264,1496853,1.3,64.19265016710408
2016-03-23,230.50349900206112,85.89,55.69065869834947,-9.74926696518287,519794,1.3,63.140656840371975
2016-03-28,225.65469426568387,85.89,48.50175298509506,-9.627441598686346,1264277,1.3,59.02566922068349
2016-03-29,226.3540833197098,85.89,54.44045113992371,-2.6109401296866963,614581,1.3,58.36265826308048
2016-03-30,229.1980306247312,85.89,54.25532724050122,2.728932067054302,2079588,1.3,57.45376239330532
2016-03-31,229.75751698961807,85.89,53.3835099352122,6.046925035959703,2028211,1.3,72.26597062462682
2016-10-03,260.70890276231694,97.3,69.66698936199684,142.66015876257097,3794016,1.53,51.678473020669486
2016-10-04,263.0006455119892,97.3,69.5859546732667,145.21570855231585,1676565,1.53,53.66411026442058
2016-10-05,265.5731500551049,97.3,69.93279865292016,146.2564105604224,4777111,1.53,52.34049599912758
2016-10-06,269.68912433335385,97.3,70.76222264148369,147.0066315468548,2764487,1.53,52.058129664563154
2016-10-07,268.0520917905408,97.3,68.220481291115,143.91048623369625,1622298,1.53,51.64371465342391
2016-10-10,266.36827079956475,97.3,69.48504299138402,141.99658545968396,609807,1.53,51.130337048086965
